Drive_ID,Vendor,Model,Firmware_Version,Temperature_C,Total_TBW_TB,Total_TBR_TB,Power_On_Hours,Unsafe_Shutdowns,Media_Errors,Percent_Life_Used,Available_Spare,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-11000,Intel,670p,3.0.5,33.6,372.69,337.5,8051,0,0,31.1,96.9,0,0,0
NVME-11001,Seagate,FireCuda 530,2.1.0,45.5,1189.46,251.07,5586,0,13,99.1,2.0,1,1,1
NVME-11002,Western Digital,SN850,3.0.5,35.5,728.6,854.22,33595,42,3,60.7,93.9,1,3,1
NVME-11003,Seagate,FireCuda 530,1.1.2,33.2,1639.05,1716.8,38524,1,0,100.0,86.3,0,0,0
NVME-11004,Seagate,FireCuda 530,1.1.2,32.3,778.04,637.35,20657,1,0,64.8,93.5,0,0,0
NVME-11005,Intel,670p,2.1.0,43.1,101.73,96.81,4350,31,2,8.5,99.2,1,3,1
NVME-11006,Samsung,980 Pro,1.1.2,63.4,667.04,791.05,25046,1,3,55.6,94.4,0,2,1
NVME-11007,Samsung,980 Pro,1.1.2,38.0,1286.79,301.79,7346,0,41,100.0,2.8,1,1,1
NVME-11008,Seagate,FireCuda 530,1.0.0,36.0,110.81,107.59,8443,0,0,9.2,99.1,0,0,0
NVME-11009,Samsung,980 Pro,2.0.1,34.4,1300.12,320.74,28118,1,23,100.0,4.0,1,1,1
NVME-11010,Intel,670p,1.0.0,58.8,664.43,540.84,14035,1,5,55.4,94.5,0,2,1
NVME-11011,Seagate,FireCuda 530,2.0.1,41.1,1226.01,1173.86,27410,0,47,100.0,7.6,1,1,1
NVME-11012,Western Digital,SN850,2.0.1,31.0,685.68,626.63,33710,1,0,57.1,94.3,0,0,0
NVME-11013,Seagate,FireCuda 530,1.0.0,35.8,72.43,68.41,4121,1,0,6.0,99.4,0,0,0
NVME-11014,Intel,670p,1.1.2,31.3,1101.47,568.85,19922,0,31,91.8,6.0,1,1,1
NVME-11015,Western Digital,SN850,1.0.0,42.2,1265.41,1312.59,36651,2,46,100.0,1.0,1,1,1
NVME-11016,Seagate,FireCuda 530,1.1.2,26.6,255.77,232.84,5978,0,0,21.3,97.9,0,0,0
NVME-11017,Seagate,FireCuda 530,2.1.0,28.7,563.97,587.8,19761,0,0,47.0,95.3,0,0,0
NVME-11018,Intel,670p,1.0.0,35.3,54.83,50.9,3109,0,0,4.6,99.5,0,0,0
NVME-11019,Samsung,980 Pro,2.1.0,24.3,1107.75,1255.4,34535,1,0,92.3,90.8,0,0,0
NVME-11020,Crucial,P5 Plus,3.0.5,27.0,1159.28,167.38,4425,1,37,96.6,5.9,1,1,1
NVME-11021,Intel,670p,3.0.5,36.1,1343.1,1593.42,32903,0,0,100.0,88.8,0,0,0
NVME-11022,Crucial,P5 Plus,3.0.5,34.8,1710.14,1590.12,35212,1,0,100.0,85.7,0,0,0
NVME-11023,Intel,670p,1.0.0,32.1,788.73,751.84,34580,1,74,65.7,93.4,1,4,1
NVME-11024,Seagate,FireCuda 530,1.1.2,40.2,211.05,231.96,7484,0,0,17.6,98.2,0,0,0
NVME-11025,Samsung,980 Pro,1.0.0,36.1,37.68,32.04,1661,0,0,3.1,99.7,0,0,0
NVME-11026,Seagate,FireCuda 530,2.1.0,41.7,1370.28,1334.62,28080,0,0,100.0,88.6,0,0,0
NVME-11027,Intel,670p,1.1.2,40.0,254.19,260.57,11623,0,0,21.2,97.9,0,0,0
NVME-11028,Seagate,FireCuda 530,2.0.1,31.5,191.23,199.09,4428,0,0,15.9,98.4,0,0,0
NVME-11029,Samsung,980 Pro,2.0.1,67.2,510.36,437.09,29992,0,4,42.5,95.7,0,2,1
NVME-11030,Intel,670p,2.1.0,39.6,392.4,417.02,26953,0,0,32.7,96.7,0,0,0
NVME-11031,Samsung,980 Pro,1.0.0,40.5,227.93,251.54,11433,0,0,19.0,98.1,0,0,0
NVME-11032,Crucial,P5 Plus,2.0.1,36.7,402.3,404.13,13983,1,0,33.5,96.6,0,0,0
NVME-11033,Intel,670p,1.1.2,44.2,876.42,704.57,18622,0,0,73.0,92.7,0,0,0
NVME-11034,Western Digital,SN850,1.0.0,39.5,1332.93,1422.4,30786,1,0,100.0,88.9,0,0,0
NVME-11035,Crucial,P5 Plus,3.0.5,32.6,364.41,363.88,28507,0,0,30.4,97.0,0,0,0
NVME-11036,Seagate,FireCuda 530,1.0.0,32.7,1426.36,1158.45,34817,1,0,100.0,88.1,0,0,0
NVME-11037,Crucial,P5 Plus,1.1.2,29.8,798.35,825.93,35053,0,0,66.5,93.3,0,0,0
NVME-11038,Samsung,980 Pro,2.1.0,34.8,682.36,751.24,24093,1,0,56.9,94.3,0,0,0
NVME-11039,Crucial,P5 Plus,3.0.5,35.7,372.25,316.94,34698,45,3,31.0,96.9,1,3,1
NVME-11040,Seagate,FireCuda 530,2.0.1,28.3,817.68,726.82,25797,0,0,68.1,93.2,0,0,0
NVME-11041,Crucial,P5 Plus,1.1.2,37.9,288.14,261.22,14219,0,0,24.0,97.6,0,0,0
NVME-11042,Intel,670p,1.0.0,29.4,1178.57,53.54,1561,1,39,98.2,6.5,1,1,1
NVME-11043,Samsung,980 Pro,2.0.1,35.4,214.42,171.68,20714,0,0,17.9,98.2,0,0,0
NVME-11044,Seagate,FireCuda 530,3.0.5,36.0,1329.41,1582.48,28198,1,0,100.0,88.9,0,0,0
NVME-11045,Intel,670p,2.1.0,34.3,1565.52,1523.79,35538,1,0,100.0,87.0,0,0,0
NVME-11046,Western Digital,SN850,3.0.5,41.5,1286.18,1500.2,30131,0,0,100.0,89.3,0,0,0
NVME-11047,Crucial,P5 Plus,1.1.2,34.6,80.67,78.46,6075,1,0,6.7,99.3,0,0,0
NVME-11048,Crucial,P5 Plus,1.0.0,35.0,785.04,681.99,104,0,14,65.4,93.5,1,5,1
NVME-11049,Seagate,FireCuda 530,2.0.1,25.3,1045.64,1210.1,31919,1,0,87.1,91.3,0,0,0
NVME-11050,Intel,670p,1.1.2,24.4,1449.8,1568.02,29516,1,0,100.0,87.9,0,0,0
NVME-11051,Western Digital,SN850,1.0.0,37.8,1200.3,1413.33,31211,0,31,100.0,4.3,1,1,1
NVME-11052,Samsung,980 Pro,1.1.2,45.7,114.98,100.5,7261,0,0,9.6,99.0,0,0,0
NVME-11053,Samsung,980 Pro,2.1.0,33.3,1066.25,1077.0,32756,1,0,88.9,91.1,0,0,0
NVME-11054,Crucial,P5 Plus,2.0.1,40.9,97.13,112.16,1963,0,0,8.1,99.2,0,0,0
NVME-11055,Western Digital,SN850,2.0.1,44.2,1050.9,1026.05,26525,2,0,87.6,91.2,0,0,0
NVME-11056,Samsung,980 Pro,2.1.0,25.2,258.09,221.25,14904,2,0,21.5,97.8,0,0,0
NVME-11057,Crucial,P5 Plus,1.1.2,57.8,295.78,279.67,16946,0,12,24.6,97.5,0,2,1
NVME-11058,Seagate,FireCuda 530,1.0.0,33.4,1089.67,337.75,10382,0,13,90.8,7.9,1,1,1
NVME-11059,Crucial,P5 Plus,1.1.2,36.4,1262.52,146.66,3035,2,43,100.0,8.2,1,1,1
NVME-11060,Western Digital,SN850,3.0.5,34.9,1246.32,1148.9,33756,0,0,100.0,89.6,0,0,0
NVME-11061,Samsung,980 Pro,2.0.1,31.0,1167.84,1148.84,23448,1,26,97.3,7.8,1,1,1
NVME-11062,Crucial,P5 Plus,2.1.0,32.7,761.13,769.26,25233,1,0,63.4,93.7,0,0,0
NVME-11063,Crucial,P5 Plus,3.0.5,31.5,1089.72,64.59,1535,0,29,90.8,0.8,1,1,1
NVME-11064,Crucial,P5 Plus,1.0.0,78.4,463.82,484.8,24424,1,11,38.7,96.1,0,2,1
NVME-11065,Samsung,980 Pro,1.0.0,35.4,794.29,667.03,21538,0,0,66.2,93.4,0,0,0
NVME-11066,Intel,670p,2.1.0,35.3,1286.08,458.55,28279,1,34,100.0,0.4,1,1,1
NVME-11067,Seagate,FireCuda 530,2.0.1,32.2,640.53,599.62,217,0,10,53.4,94.7,1,5,1
NVME-11068,Intel,670p,3.0.5,33.8,1187.88,1253.75,39418,0,0,99.0,90.1,0,0,0
NVME-11069,Crucial,P5 Plus,3.0.5,33.9,560.43,590.68,16443,0,0,46.7,95.3,0,0,0
NVME-11070,Western Digital,SN850,1.0.0,28.6,450.44,465.77,9741,0,0,37.5,96.2,0,0,0
NVME-11071,Samsung,980 Pro,2.0.1,29.6,535.11,612.65,39734,43,2,44.6,95.5,1,3,1
NVME-11072,Western Digital,SN850,3.0.5,33.6,277.84,230.42,10493,0,0,23.2,97.7,0,0,0
NVME-11073,Intel,670p,1.0.0,35.2,614.4,572.21,33410,2,0,51.2,94.9,0,0,0
NVME-11074,Seagate,FireCuda 530,2.0.1,41.9,796.25,747.2,28629,0,0,66.4,93.4,0,0,0
NVME-11075,Western Digital,SN850,3.0.5,32.2,61.93,50.36,2000,16,7,5.2,99.5,0,3,1
NVME-11076,Seagate,FireCuda 530,1.0.0,33.8,650.05,564.27,25228,0,76,54.2,94.6,1,4,1
NVME-11077,Crucial,P5 Plus,3.0.5,33.3,1498.34,1724.28,31427,0,0,100.0,87.5,0,0,0
NVME-11078,Intel,670p,3.0.5,26.6,1315.79,587.68,13916,0,18,100.0,4.9,1,1,1
NVME-11079,Samsung,980 Pro,2.0.1,29.0,208.66,186.92,6054,1,0,17.4,98.3,0,0,0
NVME-11080,Intel,670p,1.1.2,47.2,462.3,490.81,14151,10,2,38.5,96.1,0,3,1
NVME-11081,Intel,670p,1.0.0,95.7,690.19,664.54,34032,0,10,57.5,94.2,1,2,1
NVME-11082,Intel,670p,1.1.2,88.2,1033.58,970.44,30348,0,10,86.1,91.4,1,2,1
NVME-11083,Samsung,980 Pro,1.0.0,29.4,350.85,355.39,7361,1,0,29.2,97.1,0,0,0
NVME-11084,Samsung,980 Pro,3.0.5,32.5,75.73,79.98,5232,2,0,6.3,99.4,0,0,0
NVME-11085,Western Digital,SN850,1.0.0,32.3,321.27,351.32,23643,2,0,26.8,97.3,0,0,0
NVME-11086,Seagate,FireCuda 530,2.1.0,33.2,781.35,865.09,37439,2,0,65.1,93.5,0,0,0
NVME-11087,Western Digital,SN850,2.0.1,33.9,1027.07,1041.84,27090,1,0,85.6,91.4,0,0,0
NVME-11088,Crucial,P5 Plus,3.0.5,40.0,742.11,703.32,31107,1,0,61.8,93.8,0,0,0
NVME-11089,Samsung,980 Pro,1.0.0,34.9,401.3,340.28,11074,2,0,33.4,96.7,0,0,0
NVME-11090,Intel,670p,3.0.5,32.1,635.51,686.16,24109,1,0,53.0,94.7,0,0,0
NVME-11091,Western Digital,SN850,1.1.2,64.0,680.34,802.92,15022,1,6,56.7,94.3,0,2,1
NVME-11092,Samsung,980 Pro,1.0.0,44.0,827.05,885.96,19036,1,53,68.9,93.1,1,4,1
NVME-11093,Samsung,980 Pro,2.0.1,29.4,1235.69,357.76,13215,0,35,100.0,2.0,1,1,1
NVME-11094,Western Digital,SN850,2.1.0,35.5,293.66,244.47,8375,1,0,24.5,97.6,0,0,0
NVME-11095,Western Digital,SN850,2.1.0,35.4,176.54,191.84,16210,0,0,14.7,98.5,0,0,0
NVME-11096,Seagate,FireCuda 530,2.1.0,40.4,1120.96,1326.27,27028,0,0,93.4,90.7,0,0,0
NVME-11097,Crucial,P5 Plus,2.0.1,27.9,689.48,585.78,290,1,14,57.5,94.3,1,5,1
NVME-11098,Samsung,980 Pro,3.0.5,38.8,682.9,616.01,26746,0,53,56.9,94.3,1,4,1
NVME-11099,Seagate,FireCuda 530,3.0.5,46.3,1549.4,1511.24,31286,0,0,100.0,87.1,0,0,0
NVME-11100,Seagate,FireCuda 530,1.1.2,38.0,822.69,981.44,31724,0,0,68.6,93.1,0,0,0
NVME-11101,Western Digital,SN850,1.0.0,36.3,1128.45,1322.87,36621,38,9,94.0,90.6,1,3,1
NVME-11102,Western Digital,SN850,1.0.0,40.6,232.62,191.86,21661,2,0,19.4,98.1,0,0,0
NVME-11103,Samsung,980 Pro,1.0.0,33.4,345.24,336.09,23751,0,0,28.8,97.1,0,0,0
NVME-11104,Seagate,FireCuda 530,2.0.1,41.6,486.54,559.06,16399,13,6,40.5,95.9,0,3,1
NVME-11105,Intel,670p,1.1.2,71.0,1313.52,1059.95,28952,0,6,100.0,89.1,0,2,1
NVME-11106,Seagate,FireCuda 530,2.0.1,34.6,561.07,636.43,18354,1,0,46.8,95.3,0,0,0
NVME-11107,Samsung,980 Pro,2.0.1,40.5,1812.69,2152.73,37459,1,0,100.0,84.9,0,0,0
NVME-11108,Seagate,FireCuda 530,1.1.2,36.3,1167.2,489.52,30996,0,27,97.3,1.9,1,1,1
NVME-11109,Crucial,P5 Plus,1.0.0,43.4,202.7,195.11,11604,2,74,16.9,98.3,1,4,1
NVME-11110,Crucial,P5 Plus,1.1.2,70.8,140.21,131.42,9199,1,12,11.7,98.8,0,2,1
NVME-11111,Seagate,FireCuda 530,1.1.2,39.0,866.33,954.07,39843,0,0,72.2,92.8,0,0,0
NVME-11112,Crucial,P5 Plus,2.1.0,33.9,1406.98,1572.6,32986,1,0,100.0,88.3,0,0,0
NVME-11113,Western Digital,SN850,1.1.2,37.0,1178.47,1066.34,35621,0,24,98.2,4.3,1,1,1
NVME-11114,Seagate,FireCuda 530,1.0.0,34.1,960.59,1109.17,29487,1,16,80.0,92.0,1,4,1
NVME-11115,Western Digital,SN850,1.0.0,26.7,1366.33,1491.97,31466,1,0,100.0,88.6,0,0,0
NVME-11116,Seagate,FireCuda 530,3.0.5,42.7,752.98,779.46,20166,1,0,62.7,93.7,0,0,0
NVME-11117,Intel,670p,3.0.5,92.4,413.18,399.94,27611,0,6,34.4,96.6,1,2,1
NVME-11118,Western Digital,SN850,1.0.0,34.0,196.54,189.71,368,0,1,16.4,98.4,1,5,1
NVME-11119,Samsung,980 Pro,1.0.0,36.3,145.91,171.67,11269,0,0,12.2,98.8,0,0,0
NVME-11120,Western Digital,SN850,2.1.0,30.6,737.97,757.03,34748,42,3,61.5,93.9,1,3,1
NVME-11121,Crucial,P5 Plus,1.1.2,31.7,530.19,619.11,15850,0,0,44.2,95.6,0,0,0
NVME-11122,Crucial,P5 Plus,3.0.5,37.7,155.54,142.6,13924,0,0,13.0,98.7,0,0,0
NVME-11123,Intel,670p,2.1.0,29.5,219.35,201.0,4597,1,0,18.3,98.2,0,0,0
NVME-11124,Crucial,P5 Plus,1.0.0,41.7,953.21,1044.21,31233,2,0,79.4,92.1,0,0,0
NVME-11125,Crucial,P5 Plus,3.0.5,31.1,1208.55,13.26,742,0,33,100.0,5.0,1,1,1
NVME-11126,Western Digital,SN850,3.0.5,29.7,512.36,455.46,26081,42,1,42.7,95.7,1,3,1
NVME-11127,Intel,670p,3.0.5,41.9,1268.14,409.79,18089,0,25,100.0,8.7,1,1,1
NVME-11128,Intel,670p,2.0.1,29.3,1021.26,981.17,32464,14,5,85.1,91.5,0,3,1
NVME-11129,Seagate,FireCuda 530,3.0.5,38.8,1173.87,1056.67,26863,2,0,97.8,90.2,0,0,0
NVME-11130,Western Digital,SN850,2.1.0,27.9,845.39,926.93,22357,0,0,70.4,93.0,0,0,0
NVME-11131,Intel,670p,2.0.1,76.5,954.01,828.12,21846,0,10,79.5,92.0,0,2,1
NVME-11132,Samsung,980 Pro,2.0.1,39.8,452.44,434.09,23203,1,0,37.7,96.2,0,0,0
NVME-11133,Seagate,FireCuda 530,1.1.2,29.4,61.74,67.84,2059,0,0,5.1,99.5,0,0,0
NVME-11134,Crucial,P5 Plus,2.0.1,39.1,947.28,855.07,29714,2,0,78.9,92.1,0,0,0
NVME-11135,Seagate,FireCuda 530,2.0.1,34.3,447.18,484.87,39625,1,0,37.3,96.3,0,0,0
NVME-11136,Samsung,980 Pro,1.0.0,34.6,693.53,605.11,27922,1,0,57.8,94.2,0,0,0
NVME-11137,Crucial,P5 Plus,1.0.0,34.1,300.14,317.6,460,1,7,25.0,97.5,1,5,1
NVME-11138,Samsung,980 Pro,2.0.1,45.8,1246.44,102.26,9252,2,46,100.0,6.4,1,1,1
NVME-11139,Seagate,FireCuda 530,3.0.5,45.3,107.48,105.5,2644,1,0,9.0,99.1,0,0,0
NVME-11140,Seagate,FireCuda 530,2.0.1,33.0,750.4,642.36,18875,1,0,62.5,93.7,0,0,0
NVME-11141,Samsung,980 Pro,1.1.2,33.2,25.78,20.93,684,1,0,2.1,99.8,0,0,0
NVME-11142,Samsung,980 Pro,2.1.0,67.6,263.52,282.74,20127,0,3,22.0,97.8,0,2,1
NVME-11143,Western Digital,SN850,1.0.0,30.4,1108.6,571.62,15723,0,24,92.4,2.1,1,1,1
NVME-11144,Crucial,P5 Plus,1.0.0,26.4,103.16,108.91,5418,0,94,8.6,99.1,1,4,1
NVME-11145,Seagate,FireCuda 530,2.1.0,40.2,822.65,666.91,22366,0,0,68.6,93.1,0,0,0
NVME-11146,Intel,670p,1.0.0,32.2,202.84,172.66,6533,0,0,16.9,98.3,0,0,0
NVME-11147,Samsung,980 Pro,2.0.1,38.2,1217.72,1414.19,30619,31,6,100.0,89.9,1,3,1
NVME-11148,Intel,670p,3.0.5,35.7,1172.11,954.41,35776,0,0,97.7,90.2,0,0,0
NVME-11149,Samsung,980 Pro,2.1.0,31.9,1144.0,841.45,25617,0,12,95.3,9.0,1,1,1
NVME-11150,Western Digital,SN850,2.0.1,30.3,1318.75,1429.87,30831,2,0,100.0,89.0,0,0,0
NVME-11151,Seagate,FireCuda 530,1.0.0,30.4,1149.62,1351.2,28408,0,0,95.8,90.4,0,0,0
NVME-11152,Samsung,980 Pro,1.1.2,35.1,1141.82,1277.44,38175,0,49,95.2,4.4,1,1,1
NVME-11153,Intel,670p,1.1.2,27.6,146.16,160.83,5037,0,0,12.2,98.8,0,0,0
NVME-11154,Seagate,FireCuda 530,1.1.2,42.0,1145.09,764.87,15484,0,9,95.4,5.2,1,1,1
NVME-11155,Crucial,P5 Plus,1.0.0,34.6,288.67,290.27,7042,0,0,24.1,97.6,0,0,0
NVME-11156,Western Digital,SN850,3.0.5,36.4,704.49,795.58,182,2,8,58.7,94.1,1,5,1
NVME-11157,Crucial,P5 Plus,1.1.2,28.1,307.06,305.61,17368,0,0,25.6,97.4,0,0,0
NVME-11158,Samsung,980 Pro,3.0.5,29.9,337.19,309.1,7118,1,0,28.1,97.2,0,0,0
NVME-11159,Western Digital,SN850,2.1.0,35.6,459.02,484.55,10577,0,0,38.3,96.2,0,0,0
NVME-11160,Samsung,980 Pro,1.0.0,40.1,11.32,9.9,247,1,93,0.9,99.9,1,4,1
NVME-11161,Seagate,FireCuda 530,1.1.2,32.6,1633.93,1953.25,39163,15,1,100.0,86.4,0,3,1
NVME-11162,Intel,670p,2.1.0,34.3,520.71,484.57,32389,0,0,43.4,95.7,0,0,0
NVME-11163,Intel,670p,1.0.0,37.2,1189.04,1270.25,24428,0,0,99.1,90.1,0,0,0
NVME-11164,Western Digital,SN850,1.0.0,35.0,817.96,928.63,86,1,14,68.2,93.2,1,5,1
NVME-11165,Seagate,FireCuda 530,2.1.0,29.6,1267.39,804.02,31808,2,21,100.0,4.1,1,1,1
NVME-11166,Crucial,P5 Plus,1.0.0,34.5,1212.71,1330.14,38551,2,0,100.0,89.9,0,0,0
NVME-11167,Samsung,980 Pro,1.0.0,39.0,666.46,771.57,25932,1,0,55.5,94.4,0,0,0
NVME-11168,Crucial,P5 Plus,3.0.5,34.5,113.21,104.99,2616,2,29,9.4,99.1,1,4,1
NVME-11169,Intel,670p,1.1.2,36.5,406.8,380.11,17379,0,0,33.9,96.6,0,0,0
NVME-11170,Seagate,FireCuda 530,2.0.1,40.0,124.88,118.93,11165,0,0,10.4,99.0,0,0,0
NVME-11171,Crucial,P5 Plus,1.0.0,30.6,358.9,415.25,29848,0,0,29.9,97.0,0,0,0
NVME-11172,Crucial,P5 Plus,1.0.0,30.4,486.2,426.05,13674,1,0,40.5,95.9,0,0,0
NVME-11173,Western Digital,SN850,1.0.0,28.8,27.68,27.35,1335,0,0,2.3,99.8,0,0,0
NVME-11174,Western Digital,SN850,2.0.1,33.2,355.45,316.74,10913,1,0,29.6,97.0,0,0,0
NVME-11175,Intel,670p,1.1.2,40.7,1302.48,1025.91,36728,0,14,100.0,5.1,1,1,1
NVME-11176,Crucial,P5 Plus,2.1.0,34.4,142.42,124.58,5464,1,0,11.9,98.8,0,0,0
NVME-11177,Intel,670p,1.0.0,34.9,428.48,501.49,15906,0,0,35.7,96.4,0,0,0
NVME-11178,Seagate,FireCuda 530,1.0.0,36.1,944.44,1096.5,28294,1,0,78.7,92.1,0,0,0
NVME-11179,Intel,670p,3.0.5,37.1,257.91,236.38,5992,2,0,21.5,97.9,0,0,0
NVME-11180,Western Digital,SN850,1.0.0,40.0,341.39,388.48,21184,0,0,28.4,97.2,0,0,0
NVME-11181,Crucial,P5 Plus,1.0.0,42.5,772.51,672.9,17473,0,0,64.4,93.6,0,0,0
NVME-11182,Samsung,980 Pro,1.1.2,40.5,1416.94,1219.41,35319,0,0,100.0,88.2,0,0,0
NVME-11183,Samsung,980 Pro,1.1.2,29.5,325.74,350.03,14233,22,7,27.1,97.3,0,3,1
NVME-11184,Crucial,P5 Plus,2.1.0,31.7,1008.03,921.52,22612,1,0,84.0,91.6,0,0,0
NVME-11185,Intel,670p,1.0.0,35.9,890.89,842.93,34701,0,0,74.2,92.6,0,0,0
NVME-11186,Seagate,FireCuda 530,1.0.0,38.5,710.18,803.73,18818,0,0,59.2,94.1,0,0,0
NVME-11187,Western Digital,SN850,2.0.1,43.6,343.06,323.7,12463,19,8,28.6,97.1,0,3,1
NVME-11188,Samsung,980 Pro,1.1.2,34.5,894.91,723.73,20039,1,0,74.6,92.5,0,0,0
NVME-11189,Crucial,P5 Plus,1.0.0,28.0,699.57,780.56,15087,2,74,58.3,94.2,1,4,1
NVME-11190,Intel,670p,2.1.0,36.1,700.13,611.68,22539,1,0,58.3,94.2,0,0,0
NVME-11191,Crucial,P5 Plus,2.0.1,32.0,794.93,664.33,26899,0,0,66.2,93.4,0,0,0
NVME-11192,Samsung,980 Pro,1.1.2,32.3,9.36,10.93,296,0,0,0.8,99.9,0,0,0
NVME-11193,Intel,670p,1.0.0,30.0,1126.5,601.11,14313,0,49,93.9,0.6,1,1,1
NVME-11194,Samsung,980 Pro,1.0.0,39.7,72.1,76.36,2932,0,0,6.0,99.4,0,0,0
NVME-11195,Seagate,FireCuda 530,1.0.0,36.1,1245.75,464.35,34682,1,32,100.0,0.6,1,1,1
NVME-11196,Samsung,980 Pro,2.1.0,33.4,536.02,598.21,11609,0,0,44.7,95.5,0,0,0
NVME-11197,Western Digital,SN850,2.0.1,35.7,1739.19,2038.49,39376,1,0,100.0,85.5,0,0,0
NVME-11198,Seagate,FireCuda 530,1.1.2,35.8,389.89,466.58,8331,0,0,32.5,96.8,0,0,0
NVME-11199,Intel,670p,2.1.0,29.1,1186.3,1267.31,29773,1,0,98.9,90.1,0,0,0
NVME-11200,Western Digital,SN850,1.1.2,31.9,245.81,230.95,268,4,6,20.5,98.0,1,5,1
NVME-11201,Western Digital,SN850,3.0.5,83.9,352.19,365.06,7469,0,8,29.3,97.1,1,2,1
NVME-11202,Intel,670p,2.0.1,39.5,130.81,134.77,7842,0,0,10.9,98.9,0,0,0
NVME-11203,Samsung,980 Pro,2.1.0,28.5,1018.35,859.79,31787,0,0,84.9,91.5,0,0,0
NVME-11204,Intel,670p,1.1.2,32.7,229.28,186.34,15868,1,0,19.1,98.1,0,0,0
NVME-11205,Samsung,980 Pro,3.0.5,72.9,537.91,552.9,24612,1,4,44.8,95.5,0,2,1
NVME-11206,Western Digital,SN850,2.0.1,83.2,437.43,487.1,23770,1,8,36.5,96.4,1,2,1
NVME-11207,Crucial,P5 Plus,3.0.5,39.2,1432.06,1707.28,28701,0,0,100.0,88.1,0,0,0
NVME-11208,Seagate,FireCuda 530,3.0.5,44.4,501.7,508.0,18489,0,0,41.8,95.8,0,0,0
NVME-11209,Western Digital,SN850,1.1.2,34.6,759.69,710.13,19614,13,9,63.3,93.7,0,3,1
NVME-11210,Intel,670p,2.0.1,41.1,713.06,577.88,27123,0,0,59.4,94.1,0,0,0
NVME-11211,Seagate,FireCuda 530,1.1.2,29.5,1224.6,438.48,16202,0,10,100.0,2.0,1,1,1
NVME-11212,Crucial,P5 Plus,1.0.0,38.0,20.47,22.72,1050,0,0,1.7,99.8,0,0,0
NVME-11213,Western Digital,SN850,2.0.1,33.5,36.66,38.09,1691,1,0,3.1,99.7,0,0,0
NVME-11214,Crucial,P5 Plus,2.1.0,23.8,326.22,342.18,20685,18,6,27.2,97.3,0,3,1
NVME-11215,Samsung,980 Pro,1.0.0,32.1,1219.63,1422.0,36444,0,0,100.0,89.8,0,0,0
NVME-11216,Seagate,FireCuda 530,2.0.1,39.7,6.29,6.95,155,2,0,0.5,99.9,0,0,0
NVME-11217,Samsung,980 Pro,2.0.1,31.5,1225.21,728.2,21986,0,22,100.0,7.1,1,1,1
NVME-11218,Samsung,980 Pro,3.0.5,39.3,176.56,170.14,11954,0,0,14.7,98.5,0,0,0
NVME-11219,Western Digital,SN850,2.0.1,38.6,83.12,67.65,4304,1,0,6.9,99.3,0,0,0
NVME-11220,Crucial,P5 Plus,3.0.5,34.7,440.73,516.74,26132,1,0,36.7,96.3,0,0,0
NVME-11221,Seagate,FireCuda 530,1.0.0,40.7,734.15,809.17,35231,0,0,61.2,93.9,0,0,0
NVME-11222,Crucial,P5 Plus,1.1.2,35.6,179.45,171.08,7364,0,0,15.0,98.5,0,0,0
NVME-11223,Western Digital,SN850,3.0.5,31.1,279.15,268.39,10290,2,0,23.3,97.7,0,0,0
NVME-11224,Intel,670p,2.0.1,41.1,318.59,267.06,25642,25,4,26.5,97.3,0,3,1
NVME-11225,Seagate,FireCuda 530,1.0.0,39.9,1005.62,944.77,26618,1,0,83.8,91.6,0,0,0
NVME-11226,Crucial,P5 Plus,2.0.1,34.4,1265.15,1026.34,26279,0,30,100.0,2.3,1,1,1
NVME-11227,Samsung,980 Pro,2.0.1,33.5,1828.94,1535.54,36673,1,0,100.0,84.8,0,0,0
NVME-11228,Samsung,980 Pro,2.0.1,78.2,709.58,638.78,25840,0,9,59.1,94.1,0,2,1
NVME-11229,Western Digital,SN850,1.0.0,34.4,339.56,293.0,8000,0,0,28.3,97.2,0,0,0
NVME-11230,Seagate,FireCuda 530,1.1.2,26.0,1106.87,1130.95,35215,0,16,92.2,9.6,1,1,1
NVME-11231,Samsung,980 Pro,2.0.1,34.8,1254.37,859.3,23319,1,22,100.0,3.8,1,1,1
NVME-11232,Samsung,980 Pro,2.0.1,32.2,399.67,457.5,11100,0,0,33.3,96.7,0,0,0
NVME-11233,Crucial,P5 Plus,2.0.1,29.0,1088.49,1201.98,32514,0,0,90.7,90.9,0,0,0
NVME-11234,Crucial,P5 Plus,3.0.5,26.8,1295.95,1499.09,34513,1,0,100.0,89.2,0,0,0
NVME-11235,Intel,670p,2.0.1,34.9,50.63,49.87,2709,0,0,4.2,99.6,0,0,0
NVME-11236,Intel,670p,1.0.0,39.6,376.98,368.56,23572,0,0,31.4,96.9,0,0,0
NVME-11237,Western Digital,SN850,1.1.2,38.7,292.06,260.59,6326,0,0,24.3,97.6,0,0,0
NVME-11238,Intel,670p,1.0.0,35.0,245.48,293.13,18344,0,0,20.5,98.0,0,0,0
NVME-11239,Samsung,980 Pro,2.1.0,32.8,1091.37,358.24,7300,0,18,90.9,8.7,1,1,1
NVME-11240,Crucial,P5 Plus,2.0.1,30.9,1238.82,1166.17,33213,1,0,100.0,89.7,0,0,0
NVME-11241,Seagate,FireCuda 530,1.0.0,26.1,328.59,300.39,15270,0,0,27.4,97.3,0,0,0
